year,month,manufacturer,model,body_type,energy_type,sales
2024,1,长城汽车,坦克400新能源,SUV,新能源,4586
2024,1,北京奔驰,奔驰GLB,SUV,燃油,4536
2024,1,一汽-大众,一汽-大众CC,三厢车,燃油,4479
2024,1,奇瑞汽车,捷途大圣,SUV,燃油,4475
2024,1,北京现代,北京现代ix35,SUV,燃油,4407
2024,1,上汽通用五菱,五菱佳辰,MPV,燃油,4405
2024,1,东风日产,奇骏,SUV,燃油,4392
2024,1,上汽集团,MG7,三厢车,燃油,4351
2024,1,一汽丰田,皇冠陆放,SUV,燃油,4329
2024,1,上汽通用别克,君越,三厢车,燃油,4325
2024,1,长城汽车,哈弗猛龙新能源,SUV,新能源,4207
2024,1,长安汽车,长安欧尚X7 PLUS,SUV,燃油,4158
2024,1,一汽-大众,揽巡,SUV,燃油,4095
2024,1,奇瑞汽车,探索06,SUV,燃油,4090
2024,1,吉利几何,吉利几何E萤火虫,SUV,新能源,4045
2024,1,长城新能源,欧拉好猫,两厢车,新能源,4033
2024,1,东风乘用车,奕炫,三厢车,燃油,4002
2024,1,北京奔驰,奔驰A级,三厢车,燃油,3962
2024,1,长安汽车,欧尚Z6新能源,SUV,新能源,3952
2024,1,蔚来,蔚来ES6,SUV,新能源,3944
2024,1,奇瑞汽车,捷途X90,SUV,燃油,3932
2024,1,东风本田,艾力绅,MPV,燃油,3912
2024,1,长安启源,长安启源A07,两厢车,新能源,3830
2024,1,华晨宝马,宝马iX3,SUV,新能源,3769
2024,1,一汽红旗,红旗HS3,SUV,燃油,3742
2024,1,一汽奥迪,奥迪A3,三厢车,燃油,3721
2024,1,沃尔沃亚太,沃尔沃S90,三厢车,燃油,3665
2024,1,一汽-大众,ID.4 CROZZ,SUV,新能源,3622
2024,1,岚图汽车,岚图梦想家,MPV,新能源,3539
2024,1,上汽通用别克,威朗,三厢车,燃油,3535
2024,1,上汽通用凯迪拉克,凯迪拉克XT5,SUV,燃油,3490
2024,1,广汽乘用车,传祺E8,MPV,新能源,3470
2024,1,一汽-大众,高尔夫,两厢车,燃油,3468
2024,1,长安汽车,逸动新能源,三厢车,新能源,3431
2024,1,奇瑞汽车,艾瑞泽5,三厢车,燃油,3409
2024,1,广汽本田,缤智,SUV,燃油,3296
2024,1,一汽-大众捷达,捷达VA3,三厢车,燃油,3173
2024,1,一汽奥迪,奥迪Q3,SUV,燃油,3078
2024,1,吉利汽车,银河E8,三厢车,新能源,3058
2024,1,东风日产,劲客,SUV,燃油,3056
2024,1,长安启源,长安启源A05,三厢车,新能源,2921
2024,1,一汽-大众,揽境,SUV,燃油,2884
2024,1,江铃福特,领睿,SUV,燃油,2853
2024,1,吉利几何,吉利几何A,三厢车,新能源,2802
2024,1,广汽乘用车,影酷,SUV,燃油,2798
2024,1,广汽乘用车,影豹,三厢车,燃油,2790
2024,1,长安福特,锐界,SUV,燃油,2755
2024,1,上汽通用五菱,五菱荣光,其他,燃油,2655
2024,1,东风乘用车,东风风神E70,三厢车,新能源,2655
2024,1,奇瑞新能源,QQ冰淇淋,两厢车,新能源,2525
2024,1,长安汽车,长安UNI-K,SUV,燃油,2518
2024,1,小鹏汽车,小鹏X9,MPV,新能源,2478
2024,1,一汽-大众捷达,捷达VS7,SUV,燃油,2467
2024,1,一汽丰田,丰田bZ3,三厢车,新能源,2421
2024,1,广汽本田,冠道,SUV,燃油,2416
2024,1,长安林肯,航海家,SUV,燃油,2413
2024,1,岚图汽车,岚图FREE,SUV,新能源,2333
2024,1,广汽本田,奥德赛,MPV,燃油,2316
2024,1,长安马自达,马自达CX-5,SUV,燃油,2312
2024,1,长城汽车,哈弗M6,SUV,燃油,2294
2024,1,一汽-大众,大众ID.7 VIZZION,两厢车,新能源,2269
2024,1,上汽大众,途铠,SUV,燃油,2265
2024,1,北京越野,北京越野BJ40,SUV,燃油,2250
2024,1,蔚来,蔚来ET5T,MPV,新能源,2208
2024,1,广汽本田,飞度,两厢车,燃油,2188
2024,1,奇瑞汽车,瑞虎5x,SUV,燃油,2163
2024,1,广汽丰田,威飒,SUV,燃油,2127
2024,1,上汽大众,Polo,三厢车,燃油,2110
2024,1,星途,星途瑶光,SUV,燃油,2091
2024,1,长城汽车,魏牌 蓝山,SUV,新能源,2085
2024,1,长安福特,探险者,SUV,燃油,2073
2024,1,东风风行,菱智,MPV,燃油,2065
2024,1,长安林肯,冒险家,SUV,燃油,2036
2024,1,广汽乘用车,传祺GS8,SUV,燃油,2006
2024,1,长安汽车,长安UNI-T,SUV,燃油,1930
2024,1,奇瑞汽车,捷途山海L9,SUV,新能源,1899
2024,1,东风日产,骐达TIIDA,两厢车,燃油,1890
2024,1,东风汽车,纳米01,两厢车,新能源,1884
2024,1,东风本田,本田UR-V,SUV,燃油,1858
2024,1,比亚迪,护卫舰07,SUV,新能源,1847
2024,1,一汽丰田,凌放HARRIER,SUV,燃油,1826
2024,1,上汽集团,飞凡R7,其他,新能源,1803
2024,1,小鹏汽车,小鹏G6,其他,新能源,1803
2024,1,小鹏汽车,小鹏P7,三厢车,新能源,1783
2024,1,上汽大众,威然,MPV,燃油,1767
2024,1,合众汽车,哪吒S,三厢车,新能源,1766
2024,1,小鹏汽车,小鹏G9,SUV,新能源,1737
2024,1,上汽通用别克,别克E5,SUV,新能源,1699
2024,1,上汽通用凯迪拉克,凯迪拉克XT4,SUV,燃油,1683
2024,1,星途,星途凌云,SUV,燃油,1669
2024,1,沃尔沃亚太,沃尔沃S60,三厢车,新能源,1659
2024,1,仰望,仰望U8,SUV,新能源,1652
2024,1,大运汽车,悦虎,SUV,新能源,1635
2024,1,上汽大众,ID.4 X,SUV,新能源,1625
2024,1,福建奔驰,威霆,MPV,燃油,1570
2024,1,上汽集团,荣威RX5,SUV,燃油,1564
2024,1,上汽大通,大通G50,MPV,燃油,1564
2024,1,长安汽车,锐程PLUS,三厢车,燃油,1548
2024,1,领克,领克09 EM-P,SUV,新能源,1546
2024,1,广汽乘用车,传祺GS4,SUV,燃油,1538
2024,1,上汽通用五菱,宝骏云朵,两厢车,新能源,1531
2024,1,蔚来,蔚来EC6,其他,新能源,1528
2024,1,长安福特,锐际,SUV,燃油,1515
2024,1,阿维塔科技,阿维塔11,SUV,新能源,1503
2024,1,零跑汽车,零跑C01,三厢车,新能源,1498
2024,1,上汽通用五菱,五菱之光,其他,燃油,1497
2024,1,一汽奔腾,奔腾T90,SUV,燃油,1493
2024,1,江汽集团,瑞风M3,MPV,燃油,1493
2024,1,上汽通用别克,世纪,MPV,燃油,1490
2024,1,上汽通用五菱,宝骏悦也,SUV,新能源,1480
2024,1,吉利汽车,吉利ICON,SUV,燃油,1479
2024,1,东风标致,标致408X,其他,燃油,1473
2024,1,领克,领克06 EM-P,SUV,新能源,1467
2024,1,悦达起亚,狮铂拓界,SUV,燃油,1446
2024,1,广汽埃安,AION V,SUV,新能源,1445
2024,1,北京奔驰,奔驰EQE SUV,SUV,新能源,1444
2024,1,福建奔驰,奔驰V级,MPV,燃油,1435
2024,1,一汽红旗,红旗H6,两厢车,燃油,1368
2024,1,奇瑞捷豹路虎,揽胜极光,SUV,燃油,1357
2024,1,奇瑞汽车,瑞虎3x,SUV,燃油,1349
2024,1,广汽乘用车,传祺ES9,SUV,新能源,1337
2024,1,蔚来,蔚来ET5,三厢车,新能源,1330
2024,1,凯翼汽车,炫界,SUV,燃油,1323
2024,1,东风标致,标致408,三厢车,燃油,1314
2024,1,北京汽车制造厂,锐胜王牌M7,MPV,燃油,1281
2024,1,一汽奥迪,奥迪Q4 e-tron,SUV,新能源,1276
2024,1,奇瑞新能源,小蚂蚁,两厢车,新能源,1256
2024,1,吉利几何,吉利几何G6,三厢车,新能源,1228
2024,1,广汽乘用车,传祺E9,MPV,新能源,1216
2024,1,东风日产,启辰D60EV,三厢车,新能源,1203
2024,1,东风本田,本田CR-V新能源,SUV,新能源,1202
2024,1,东风雪铁龙,凡尔赛C5 X,两厢车,燃油,1202
2024,1,长城汽车,哈弗枭龙MAX,SUV,新能源,1188
2024,1,奇瑞捷豹路虎,发现运动,SUV,燃油,1169
2024,1,岚图汽车,岚图追光,三厢车,新能源,1168
2024,1,广汽本田,ZR-V 致在,SUV,燃油,1163
2024,1,比亚迪,比亚迪e2,两厢车,新能源,1157
2024,1,比亚迪,元pro,SUV,新能源,1095
2024,1,长城汽车,魏牌 高山,MPV,新能源,1091
2024,1,长安凯程,欧诺S,其他,燃油,1090
2024,1,奇瑞汽车,风云A8,三厢车,新能源,1066
2024,1,上汽奥迪,奥迪A7L,三厢车,燃油,1036
2024,1,奇瑞捷豹路虎,捷豹XFL,三厢车,燃油,1018
2024,1,北京现代,库斯途,MPV,燃油,1015
2024,1,东风乘用车,皓极,SUV,燃油,1007
2024,1,长城汽车,哈弗H5,SUV,燃油,1006
2024,1,长安汽车,长安CS75PLUS 智电iDD,SUV,新能源,990
2024,1,smart,smart精灵#1,SUV,新能源,978
2024,1,东风小康,风光500,SUV,燃油,962
2024,1,东风日产,启辰大V,SUV,燃油,955
2024,1,东风本田,本田e:NS1,SUV,新能源,943
2024,1,领克,领克01,SUV,燃油,926
2024,1,广汽丰田,丰田C-HR,SUV,燃油,925
2024,1,一汽-大众,探岳X,其他,燃油,898
2024,1,长安林肯,林肯Z,三厢车,燃油,885
2024,1,东风日产,启辰大V DD-i,SUV,新能源,883
2024,1,东风风行,风行T5 EVO,SUV,燃油,880
2024,1,悦达起亚,起亚K3,三厢车,燃油,875
2024,1,一汽奥迪,奥迪Q5L Sportback,其他,燃油,862
2024,1,AITO 问界,问界M5,SUV,新能源,857
2024,1,悦达起亚,赛图斯,SUV,燃油,854
2024,1,零跑汽车,零跑C10,SUV,新能源,847
2024,1,中国重汽VGV,VGV U70Pro,SUV,燃油,846
2024,1,一汽奥迪,奥迪Q2L,SUV,燃油,839
2024,1,比亚迪,秦新能源,三厢车,新能源,830
2024,1,星途,星途揽月,SUV,燃油,824
2024,1,上汽通用别克,昂科旗,SUV,燃油,818
2024,1,沃尔沃亚太,沃尔沃XC40,SUV,燃油,814
2024,1,吉麦新能源,凌宝BOX,两厢车,新能源,813
2024,1,上汽通用雪佛兰,迈锐宝XL,三厢车,燃油,799
2024,1,一汽-大众,迈腾 PHEV,三厢车,新能源,784
2024,1,吉利新能源,帝豪新能源,三厢车,新能源,784
2024,1,北京汽车,北京EU5,三厢车,新能源,775
2024,1,一汽红旗,红旗H9,三厢车,燃油,753
2024,1,长安马自达,马自达CX-50行也,SUV,燃油,751
2024,1,吉利汽车,帝豪L HiP,三厢车,新能源,743
2024,1,北京奔驰,奔驰EQE,三厢车,新能源,715
2024,1,悦达起亚,起亚EV5,SUV,新能源,709
2024,1,极氪,极氪X,SUV,新能源,708
2024,1,极氪,极氪009,MPV,新能源,704
2024,1,鑫源汽车,金海狮,其他,燃油,694
2024,1,广汽本田,雅阁新能源,三厢车,新能源,692
2024,1,奇瑞新能源,iCAR 03,SUV,新能源,673
2024,1,上汽通用凯迪拉克,凯迪拉克XT6,SUV,燃油,668
2024,1,一汽奔腾,奔腾T55,SUV,燃油,666
2024,1,上汽奥迪,奥迪Q6,SUV,燃油,661
2024,1,一汽奔腾,奔腾NAT,MPV,新能源,657
2024,1,悦达起亚,智跑,SUV,燃油,654
2024,1,奇瑞捷豹路虎,捷豹XEL,三厢车,燃油,648
2024,1,一汽丰田,亚洲狮,三厢车,燃油,626
2024,1,睿蓝汽车,睿蓝7,SUV,新能源,625
2024,1,上汽通用五菱,五菱凯捷,MPV,燃油,622
2024,1,上汽通用凯迪拉克,凯迪拉克CT6,三厢车,燃油,619
2024,1,北京越野,北京越野BJ60,SUV,燃油,618
2024,1,蔚来,蔚来ES8,SUV,新能源,615
2024,1,奇瑞新能源,艾瑞泽e,三厢车,新能源,614
2024,1,曹操汽车,曹操60,其他,新能源,612
2024,1,一汽红旗,红旗E-HS9,SUV,新能源,606
2024,1,LUXCEED 智界,智界S7,三厢车,新能源,604
2024,1,东风风行,风行S50EV,三厢车,新能源,604
2024,1,创维汽车,创维HT-i,SUV,新能源,600
2024,1,凯翼汽车,凯翼昆仑,SUV,燃油,592
2024,1,广汽丰田,凌尚,三厢车,燃油,577
2024,1,上汽大众斯柯达,柯米克GT,SUV,燃油,574
2024,1,上汽大众,帕萨特插电混动,三厢车,新能源,574
2024,1,长城汽车,哈弗大狗 PLUS 新能源,SUV,新能源,554
2024,1,合众汽车,哪吒AYA,SUV,新能源,553
2024,1,一汽-大众,探影,SUV,燃油,551
2024,1,东风日产,启辰VX6,SUV,新能源,545
2024,1,大运汽车,远志M1,MPV,新能源,545
2024,1,东风风行,风行T5,SUV,燃油,539
2024,1,上汽集团,MG4,其他,新能源,531
2024,1,上汽通用五菱,五菱星云,SUV,燃油,527
2024,1,江铃集团新能源,羿,三厢车,新能源,527
2024,1,上汽通用五菱,五菱征程,MPV,燃油,515
2024,1,江铃福特,领裕,SUV,燃油,509
2024,1,一汽丰田,奕泽IZOA,SUV,燃油,507
2024,1,昊铂,昊铂HT,SUV,新能源,504
2024,1,星途,星途ES,三厢车,新能源,504
2024,1,北汽新能源,极狐 阿尔法T5,SUV,新能源,503
2024,1,江汽集团,钇为3,两厢车,新能源,500
2024,1,东风风行,菱智新能源,MPV,新能源,479
2024,1,长安林肯,飞行家,SUV,燃油,478
2024,1,smart,smart精灵#3,其他,新能源,467
2024,1,比亚迪,比亚迪e3,三厢车,新能源,459
2024,1,东风本田,LIFE,两厢车,燃油,459
2024,1,上汽通用五菱,宝骏KiWi EV,两厢车,新能源,450
2024,1,沃尔沃亚太,沃尔沃XC60插电式混动,SUV,新能源,448
2024,1,悦达起亚,奕跑,SUV,燃油,446
2024,1,奇瑞汽车,欧萌达,SUV,燃油,443
2024,1,上汽大众斯柯达,速派,两厢车,燃油,439
2024,1,长城汽车,哈弗H9,SUV,燃油,437
2024,1,江铃集团新能源,易至EV2,两厢车,新能源,437
2024,1,一汽-大众,ID.6 CROZZ,SUV,新能源,434
2024,1,长安汽车,奔奔E-Star,两厢车,新能源,423
2024,1,东风风行,风行游艇,MPV,燃油,422
2024,1,上汽大通,大通G10,MPV,燃油,421
2024,1,北京奔驰,奔驰GLA,SUV,燃油,401
2024,1,创维汽车,创维EV6,SUV,新能源,400
2024,1,华晨宝马,宝马iX1,SUV,新能源,391
2024,1,智己汽车,智己LS7,SUV,新能源,388
2024,1,上汽通用雪佛兰,探界者,SUV,燃油,383
2024,1,悦达起亚,焕驰,三厢车,燃油,380
2024,1,上汽通用雪佛兰,开拓者,SUV,燃油,380
2024,1,长城汽车,坦克500,SUV,燃油,377
2024,1,小鹏汽车,小鹏P5,三厢车,新能源,377
2024,1,上汽大众,途观L插电混动,SUV,新能源,376
2024,1,长城新能源,欧拉闪电猫,三厢车,新能源,371
2024,1,合创汽车,合创A06,三厢车,新能源,363
2024,1,一汽奥迪,奥迪Q3 Sportback,其他,燃油,361
2024,1,上汽集团,MG ONE,SUV,燃油,350
2024,1,上汽奥迪,奥迪Q5 e-tron,SUV,新能源,330
2024,1,东风小康,风光380,MPV,燃油,329
2024,1,腾势汽车,腾势N7,SUV,新能源,320
2024,1,上汽大通,大家9,MPV,新能源,319
2024,1,上汽大众斯柯达,柯珞克,SUV,燃油,318
2024,1,东风小康,风光S560,SUV,燃油,318
2024,1,昊铂,昊铂GT,三厢车,新能源,315
2024,1,东风风行,风行雷霆,SUV,新能源,311
2024,1,东风标致,标致508,三厢车,燃油,310
2024,1,一汽红旗,红旗HS7,SUV,燃油,300
2024,1,北京奔驰,奔驰EQB,SUV,新能源,295
2024,1,东风小康,风光580,SUV,燃油,294
2024,1,江汽集团,江淮X8 PLUS,SUV,燃油,293
2024,1,东风标致,标致2008,SUV,燃油,288
2024,1,凯翼汽车,炫界Pro EV,SUV,新能源,274
2024,1,东风标致,标致4008,SUV,燃油,274
2024,1,上汽大众,ID.6 X,SUV,新能源,272
2024,1,上汽通用凯迪拉克,凯迪拉克CT4,三厢车,燃油,269
2024,1,东风雪铁龙,天逸 C5 AIRCROSS,SUV,燃油,260
2024,1,上汽集团,荣威RX5新能源,SUV,新能源,258
2024,1,东风本田,东风本田M-NV,SUV,新能源,256
2024,1,上汽通用凯迪拉克,凯迪拉克GT4,SUV,燃油,252
2024,1,上汽集团,荣威iMAX8,MPV,燃油,250
2024,1,华晨宝马,宝马5系新能源,三厢车,新能源,246
2024,1,沃尔沃亚太,沃尔沃S90插电式混动,三厢车,新能源,234
2024,1,东风小康,风光MINIEV,两厢车,新能源,228
2024,1,凯翼汽车,凯翼拾月,两厢车,新能源,222
2024,1,极越汽车,极越01,SUV,新能源,218
2024,1,吉麦新能源,凌宝uni,两厢车,新能源,217
2024,1,长安福特,EVOS,其他,燃油,214
2024,1,蔚来,蔚来ET7,三厢车,新能源,210
2024,1,一汽奥迪,奥迪e-tron,SUV,新能源,200
2024,1,合创汽车,合创Z03,SUV,新能源,199
2024,1,长安汽车,长安UNI-K 智电iDD,SUV,新能源,198
2024,1,一汽红旗,红旗HQ9,MPV,燃油,198
2024,1,广汽本田,皓影新能源,SUV,新能源,194
2024,1,合创汽车,合创V09,MPV,新能源,192
2024,1,江铃集团新能源,易至EV3,两厢车,新能源,187
2024,1,Polestar,Polestar 4,其他,新能源,186
2024,1,上汽通用凯迪拉克,IQ锐歌,SUV,新能源,185
2024,1,东风本田,英仕派新能源,三厢车,新能源,181
2024,1,北京汽车,魔方,SUV,燃油,181
2024,1,长城新能源,欧拉芭蕾猫,两厢车,新能源,181
2024,1,SWM斯威汽车,SWM斯威G05,SUV,燃油,179
2024,1,上汽集团,MG6,三厢车,燃油,177
2024,1,东风日产,Ariya艾睿雅,SUV,新能源,176
2024,1,一汽奔腾,奔腾M9,MPV,燃油,176
2024,1,北京汽车,北京X7,SUV,燃油,171
2024,1,奇瑞捷豹路虎,捷豹E-PACE,SUV,燃油,169
2024,1,东风英菲尼迪,英菲尼迪QX60,SUV,燃油,167
2024,1,北京汽车制造厂,元宝,两厢车,新能源,166
2024,1,悦达起亚,嘉华,MPV,燃油,166
2024,1,上汽通用别克,昂扬,其他,燃油,163
2024,1,上汽集团,科莱威CLEVER,两厢车,新能源,160
2024,1,比亚迪,宋MAX新能源,MPV,新能源,156
2024,1,北京现代,索纳塔,三厢车,燃油,151
2024,1,江汽集团,瑞风E3,MPV,新能源,150
2024,1,上汽通用五菱,五菱荣光EV,其他,新能源,149
2024,1,SWM斯威汽车,SWM斯威G01,SUV,燃油,146
2024,1,蔚来,蔚来EC7,其他,新能源,143
2024,1,北京汽车制造厂,212经典,SUV,燃油,142
2024,1,长城汽车,魏牌 摩卡新能源,SUV,新能源,140
2024,1,华人运通,高合HiPhi Y,SUV,新能源,136
2024,1,领克,领克09,SUV,燃油,134
2024,1,东风小康,风光330,其他,燃油,132
2024,1,北京奔驰,奔驰EQA,SUV,新能源,129
2024,1,广汽丰田,铂智4X,SUV,新能源,128
2024,1,江汽集团,江淮QX PHEV,SUV,新能源,127
2024,1,上汽通用雪佛兰,星迈罗,SUV,燃油,126
2024,1,睿蓝汽车,睿蓝9,SUV,新能源,123
2024,1,上汽通用五菱,五菱Air ev晴空,两厢车,新能源,122
2024,1,一汽-大众,探岳 GTE,SUV,新能源,116
2024,1,北京现代,胜达,SUV,燃油,115
2024,1,广汽本田,凌派,三厢车,燃油,115
2024,1,悦达起亚,起亚K5,三厢车,燃油,115
2024,1,比亚迪,比亚迪D1,MPV,新能源,114
2024,1,上汽大众,途安,MPV,燃油,113
2024,1,上汽大通,大通G90,MPV,燃油,110
